game_id,names,min_players,max_players,avg_time,year,avg_rating,geek_rating,num_votes,age,mechanic,owned,category,designer,publisher,weight,expands,Category_1,Category_2,Category_3,Category_4,Mechanic_1,Mechanic_2,Mechanic_3,Mechanic_4,Mechanic_5
143185,Smash Up: The Obligatory Cthulhu Set,2,2,45.0,2013,6.76846,6.34624,3147.0,12,"Area Majority / Influence, Hand Management, Take That, Variable Player Powers",10011,"Card Game, Fantasy, Horror, Humor, Mythology",Paul Peterson,Alderac Entertainment Group,2.1772,Nothing,Card Game,Fantasy,Horror,Humor,Area Majority / Influence,Hand Management,Take That,Variable Player Powers,
143401,Yunnan,2,5,90.0,2013,7.14275,6.25573,1226.0,12,"Area Movement, Auction/Bidding, Network and Route Building, Worker Placement",1555,"Ancient, Economic, Transportation",Aaron Haag,Argentum Verlag,3.2376,Nothing,Ancient,Economic,Transportation,,Area Movement,Auction/Bidding,Network and Route Building,Worker Placement,
143404,Castellion,1,2,30.0,2015,6.98445,6.26933,1575.0,10,"Cooperative Game, Solo / Solitaire Game, Tile Placement",3888,"Fantasy, Puzzle",Shadi Torbey,Filosofia Éditions,2.037,Nothing,Fantasy,Puzzle,,,Cooperative Game,Solo / Solitaire Game,Tile Placement,,
143405,Sylvion,1,2,30.0,2015,7.15389,6.50457,2295.0,10,"Card Drafting, Card Play Conflict Resolution, Cooperative Game, Events, Grid Movement, Hand Management, Interrupts, Solo / Solitaire Game",5550,"Animals, Card Game, Environmental, Fantasy",Shadi Torbey,Filosofia Éditions,2.0595,Nothing,Animals,Card Game,Environmental,Fantasy,Card Drafting,Card Play Conflict Resolution,Cooperative Game,Events,Grid Movement
143515,Coal Baron,2,4,75.0,2013,7.30351,6.82489,4091.0,10,"Action Points, Pick-up and Deliver, Set Collection, Tile Placement, Worker Placement",4925,"Industry / Manufacturing, Trains, Transportation","Michael Kiesling, Wolfgang Kramer",eggertspiele,2.5659,Nothing,Industry / Manufacturing,Trains,Transportation,,Action Points,Pick-up and Deliver,Set Collection,Tile Placement,Worker Placement
143519,Quantum,2,4,60.0,2013,7.29728,6.92193,6121.0,13,"Area Majority / Influence, Dice Rolling, Grid Movement, Modular Board, Square Grid",7338,"Dice, Fighting, Science Fiction, Space Exploration",Eric Zimmerman,Funforge,2.444,Nothing,Dice,Fighting,Science Fiction,Space Exploration,Area Majority / Influence,Dice Rolling,Grid Movement,Modular Board,Square Grid
143693,Glass Road,1,4,80.0,2013,7.45206,7.16997,8512.0,13,"Card Drafting, Set Collection, Simultaneous Action Selection, Tile Placement, Variable Phase Order",10427,"City Building, Economic, Medieval",Uwe Rosenberg,Feuerland Spiele,2.9735,Nothing,City Building,Economic,Medieval,,Card Drafting,Set Collection,Simultaneous Action Selection,Tile Placement,Variable Phase Order
143741,BANG! The Dice Game,3,8,15.0,2013,6.9702,6.82772,18139.0,8,"Dice Rolling, Hidden Roles, Player Elimination, Push Your Luck, Re-rolling and Locking, Team-Based Game, Variable Player Powers",28349,"American West, Bluffing, Deduction, Dice, Fighting, Party Game","Michael Palm, Lukas Zach",dV Giochi,1.2793,Nothing,American West,Bluffing,Deduction,Dice,Dice Rolling,Hidden Roles,Player Elimination,Push Your Luck,Re-rolling and Locking
143884,Machi Koro,2,4,30.0,2012,6.63599,6.53314,23857.0,10,"Card Drafting, Dice Rolling",36947,"Card Game, City Building, Dice",Masao Suganuma,Grounding,1.5392,Nothing,Card Game,City Building,Dice,,Card Drafting,Dice Rolling,,,
143986,CV,2,4,60.0,2013,6.66753,6.41354,5539.0,10,"Card Drafting, Dice Rolling, Hand Management, Push Your Luck, Set Collection, Simulation",7316,"Card Game, Dice, Humor",Filip Miłuński,Gigamic,1.8496,Nothing,Card Game,Dice,Humor,,Card Drafting,Dice Rolling,Hand Management,Push Your Luck,Set Collection
144036,Diamonsters,2,6,20.0,2013,5.58459,5.50952,673.0,10,"Set Collection, Simultaneous Action Selection",1595,"Card Game, Children's Game",Masao Suganuma,Grounding,1.0588,Nothing,Card Game,Children's Game,,,Set Collection,Simultaneous Action Selection,,,
144041,Patchistory,2,4,120.0,2013,7.16081,6.45049,1951.0,12,"Action Points, Area Majority / Influence, Auction/Bidding, Card Drafting, Grid Movement, Hand Management, Layering, Memory, Simultaneous Action Selection, Tile Placement, Variable Player Powers, Voting, Worker Placement",3016,"Bluffing, City Building, Civilization, Economic, Negotiation, Political, Territory Building","Yeon-Min Jung, Jun-Hyup Kim",Deinko Games,3.7568,Nothing,Bluffing,City Building,Civilization,Economic,Action Points,Area Majority / Influence,Auction/Bidding,Card Drafting,Grid Movement
144239,Impulse,2,6,60.0,2013,6.85636,6.27636,1874.0,13,"Action Queue, Area Majority / Influence, Card Play Conflict Resolution, Grid Movement, Hand Management, Modular Board, Player Elimination, Race, Team-Based Game, Variable Phase Order, Variable Player Powers, Variable Setup",3379,"Bluffing, Card Game, Economic, Fighting, Science Fiction, Space Exploration",Carl Chudyk,Asmadi Games,2.964,Nothing,Bluffing,Card Game,Economic,Fighting,Action Queue,Area Majority / Influence,Card Play Conflict Resolution,Grid Movement,Hand Management
144270,Relic Runners,2,5,80.0,2013,6.63733,6.16533,2082.0,10,"Network and Route Building, Pick-up and Deliver, Point to Point Movement, Set Collection, Variable Player Powers",3485,Exploration,Matthew Dunstan,Days of Wonder,2.1146,Nothing,Exploration,,,,Network and Route Building,Pick-up and Deliver,Point to Point Movement,Set Collection,Variable Player Powers
144325,Munchkin Legends,3,6,120.0,2013,6.43768,5.82545,989.0,10,"Card Drafting, Dice Rolling, Hand Management, Take That, Variable Player Powers",3283,"Ancient, Card Game, Fantasy, Humor, Mythology","Andrew Hackard, Steve Jackson (I)",Black Monk,1.7083,Nothing,Ancient,Card Game,Fantasy,Humor,Card Drafting,Dice Rolling,Hand Management,Take That,Variable Player Powers
144344,Rococo,2,5,120.0,2013,7.58604,7.22927,6995.0,12,"Area Majority / Influence, Card Drafting, Deck, Bag, and Pool Building, Hand Management, Set Collection",7887,"Age of Reason, Economic","Matthias Cramer, Stefan Malz, Louis Malz",eggertspiele,3.0987,Nothing,Age of Reason,Economic,,,Area Majority / Influence,Card Drafting,Deck,Bag,and Pool Building
144388,Elevenses,2,4,30.0,2013,6.25015,5.81835,1099.0,10,Hand Management,2221,"Card Game, Print & Play",David Harding (II),Adventureland Games,1.4032,Nothing,Card Game,Print & Play,,,Hand Management,,,,
144415,Nauticus,2,4,90.0,2013,6.96337,6.17485,1189.0,12,"Action Drafting, Modular Board, Set Collection, Tile Placement",1503,"Economic, Nautical, Transportation","Michael Kiesling, Wolfgang Kramer",KOSMOS,2.9877,Nothing,Economic,Nautical,Transportation,,Action Drafting,Modular Board,Set Collection,Tile Placement,
144492,Packet Row,2,5,75.0,2013,6.18174,5.71058,635.0,10,"Auction/Bidding, Card Drafting, Hand Management, I Cut, You Choose",887,Industry / Manufacturing,"Åse Berg, Henrik Berg",Pegasus Spiele,1.9459,Nothing,Industry / Manufacturing,,,,Auction/Bidding,Card Drafting,Hand Management,I Cut,You Choose
144529,Theseus: The Dark Orbit,2,4,90.0,2013,7.11674,6.3386,1636.0,8,"Mancala, Point to Point Movement, Team-Based Game, Variable Player Powers",2795,"Fighting, Science Fiction",Michał Oracz,Portal Games,2.8131,Nothing,Fighting,Science Fiction,,,Mancala,Point to Point Movement,Team-Based Game,Variable Player Powers,
144553,The Builders: Middle Ages,2,4,30.0,2013,6.51098,6.21479,3648.0,10,"Action Points, Card Drafting, Set Collection",5681,"City Building, Medieval",Frédéric Henry,Asmodee,1.7914,Nothing,City Building,Medieval,,,Action Points,Card Drafting,Set Collection,,
144568,Dawn of the Zeds (Second edition),1,1,90.0,2013,7.8825,6.206,617.0,13,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Solo / Solitaire Game",1203,"Horror, Zombies",Hermann Luttmann,Victory Point Games,3.1176,Nothing,Horror,Zombies,,,Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Solo / Solitaire Game,
144592,Bruxelles 1893,2,5,125.0,2013,7.647,7.11584,4367.0,13,"Area Majority / Influence, Auction/Bidding, Card Drafting, Modular Board, Worker Placement",5276,Economic,Etienne Espreman,Pearl Games,3.5906,Nothing,Economic,,,,Area Majority / Influence,Auction/Bidding,Card Drafting,Modular Board,Worker Placement
144728,Adventure Time Card Wars: Finn vs. Jake,2,2,30.0,2014,6.24238,5.679,881.0,10,Hand Management,2342,"Card Game, Humor, Movies / TV / Radio theme","Matt Hyra, Cory Jones",Cryptozoic Entertainment,1.7179,Nothing,Card Game,Humor,Movies / TV / Radio theme,,Hand Management,,,,
144733,Russian Railroads,2,4,120.0,2013,7.78053,7.55326,13486.0,12,"End Game Bonuses, Worker Placement",14040,"Industry / Manufacturing, Trains","Helmut Ohley, Leonhard ""Lonny"" Orgler",Hans im Glück,3.4147,Nothing,Industry / Manufacturing,Trains,,,End Game Bonuses,Worker Placement,,,
144734,Arcane Academy,2,4,45.0,2016,6.82996,5.98315,877.0,12,"Card Drafting, Tile Placement",1492,"Comic Book / Strip, Fantasy","Eric M. Lang, Kevin Wilson",Broadway Toys LTD,2.25,Nothing,Comic Book / Strip,Fantasy,,,Card Drafting,Tile Placement,,,
144761,"Going, Going, GONE!",2,6,20.0,2013,6.21311,5.83121,1228.0,8,"Auction/Bidding, Auction: Dexterity, Set Collection",1889,"Action / Dexterity, Party Game, Real-time",Scott Nicholson,Stronghold Games,1.2609,Nothing,Action / Dexterity,Party Game,Real-time,,Auction/Bidding,Auction: Dexterity,Set Collection,,
144797,Argent: The Consortium,2,5,150.0,2015,7.69229,6.94501,2794.0,10,"Area Majority / Influence, Modular Board, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types",4243,"Fantasy, Political",Trey Chambers,Level 99 Games,3.8036,Nothing,Fantasy,Political,,,Area Majority / Influence,Modular Board,Variable Player Powers,Worker Placement,Worker Placement
144826,Zombie 15',2,4,15.0,2014,6.90055,6.27364,1880.0,14,"Action Points, Cooperative Game, Grid Movement, Modular Board, Variable Player Powers",3973,"Fighting, Horror, Real-time, Zombies","Guillaume Lémery, Nicolas Schlewitz",IELLO,2.2317,Nothing,Fighting,Horror,Real-time,Zombies,Action Points,Cooperative Game,Grid Movement,Modular Board,Variable Player Powers
144864,Ascension: Darkness Unleashed,1,2,30.0,2013,7.46737,6.21012,848.0,13,"Card Drafting, Deck, Bag, and Pool Building, Hand Management",2053,"Card Game, Fantasy",Justin Gary,Marabunta,2.3214,Nothing,Card Game,Fantasy,,,Card Drafting,Deck,Bag,and Pool Building,Hand Management
145012,Sultaniya,2,4,45.0,2014,6.57205,5.85582,723.0,8,"Pattern Building, Set Collection, Tile Placement",1333,"Arabian, City Building, Puzzle",Charles Chevallier,Bombyx,2.0,Nothing,Arabian,City Building,Puzzle,,Pattern Building,Set Collection,Tile Placement,,
145014,Cardline: Globetrotter,2,7,15.0,2013,6.42651,5.7804,633.0,8,unknown,1344,"Card Game, Educational, Trivia",Frédéric Henry,Asmodee,1.44,Nothing,Card Game,Educational,Trivia,,unknown,,,,
145189,Timeline: Music & Cinema,2,8,15.0,2013,6.76362,6.3309,2883.0,8,unknown,5668,"Card Game, Educational, Music, Party Game, Trivia",Frédéric Henry,Asmodee,1.0964,Nothing,Card Game,Educational,Music,Party Game,unknown,,,,
145203,Prosperity,2,4,60.0,2013,6.71335,6.13964,1582.0,13,"Card Drafting, Drafting, Income, Tile Placement, Track Movement, Turn Order: Progressive",2648,"Economic, Environmental","Sebastian Bleasdale, Reiner Knizia",Ystari Games,2.55,Nothing,Economic,Environmental,,,Card Drafting,Drafting,Income,Tile Placement,Track Movement
145308,Marrying Mr. Darcy,2,6,60.0,2014,6.3731,5.84829,1171.0,13,"Betting and Bluffing, Dice Rolling, Hand Management, Push Your Luck, Role Playing, Set Collection, Take That, Variable Player Powers",2267,"Card Game, Napoleonic, Novel-based",Erika Svanoe,(Self-Published),1.375,Nothing,Card Game,Napoleonic,Novel-based,,Betting and Bluffing,Dice Rolling,Hand Management,Push Your Luck,Role Playing
145371,Three Kingdoms Redux,3,3,165.0,2014,7.93334,6.54822,1093.0,14,"Area Majority / Influence, Auction/Bidding, Card Drafting, Hand Management, Team-Based Game, Variable Player Powers, Worker Placement, Different Worker Types",1984,"Ancient, Civilization, Economic, Novel-based, Territory Building","Christina Ng Zhen Wei, Yeo Keng Leong",Starting Player,4.0309,Nothing,Ancient,Civilization,Economic,Novel-based,Area Majority / Influence,Auction/Bidding,Card Drafting,Hand Management,Team-Based Game
145588,Citrus,2,5,60.0,2013,7.09647,6.2153,1150.0,10,Tile Placement,1730,"Economic, Farming, Territory Building",Jeffrey D. Allers,dlp games,2.5208,Nothing,Economic,Farming,Territory Building,,Tile Placement,,,,
145601,Deadline,2,4,60.0,2017,6.80689,5.8678,549.0,14,"Cooperative Game, Hand Management, Set Collection, Variable Player Powers",1221,"Deduction, Murder/Mystery","Dan Schnake, Adam West",WizKids,2.0625,Nothing,Deduction,Murder/Mystery,,,Cooperative Game,Hand Management,Set Collection,Variable Player Powers,
145633,Ascension: Apprentice Edition,2,2,30.0,2013,7.12757,6.13058,961.0,13,"Card Drafting, Deck, Bag, and Pool Building, Hand Management",2222,"Card Game, Fantasy","John Fiorillo, Justin Gary",Stone Blade Entertainment,1.9565,Nothing,Card Game,Fantasy,,,Card Drafting,Deck,Bag,and Pool Building,Hand Management
145639,Coconuts,2,4,20.0,2013,7.05181,6.5716,3418.0,6,"Push Your Luck, Take That",5284,"Action / Dexterity, Animals, Children's Game",Walter Schneider,"Korea Boardgames co., Ltd.",1.0435,Nothing,Action / Dexterity,Animals,Children's Game,,Push Your Luck,Take That,,,
145645,Le Fantôme de l'Opéra,2,2,30.0,2013,7.01497,6.12404,998.0,9,"Grid Movement, Variable Player Powers",1585,"Deduction, Music, Novel-based","Bruno Cathala, Ludovic Maublanc",Hurrican,2.1765,Nothing,Deduction,Music,Novel-based,,Grid Movement,Variable Player Powers,,,
145659,Scoville,2,6,90.0,2014,7.16612,6.75761,4466.0,13,"Auction/Bidding, Grid Movement, Set Collection, Turn Order: Auction",6583,Farming,Ed Marriott,Tasty Minstrel Games,2.7848,Nothing,Farming,,,,Auction/Bidding,Grid Movement,Set Collection,Turn Order: Auction,
145888,CapCom Street Fighter Deck-Building Game,2,5,45.0,2014,6.66971,5.79699,552.0,15,"Deck, Bag, and Pool Building",1064,"Card Game, Fighting, Video Game Theme","Matt Hyra, Erik V Larsen",Cryptozoic Entertainment,2.1111,Nothing,Card Game,Fighting,Video Game Theme,,Deck,Bag,and Pool Building,,
145928,Empire Engine,2,4,30.0,2013,5.78195,5.59873,775.0,14,"Action Queue, Rondel, Simultaneous Action Selection, Variable Player Powers",2418,"Bluffing, Card Game, Fighting, Print & Play","Matthew Dunstan, Chris Marling",(Web published),1.6731,Nothing,Bluffing,Card Game,Fighting,Print & Play,Action Queue,Rondel,Simultaneous Action Selection,Variable Player Powers,
145976,Talon,2,6,90.0,2016,7.59886,6.07997,600.0,12,"Grid Movement, Hexagon Grid, Variable Player Powers",2262,"Science Fiction, Wargame",Jim Krohn,GMT Games,2.5333,Nothing,Science Fiction,Wargame,,,Grid Movement,Hexagon Grid,Variable Player Powers,,
146021,Eldritch Horror,1,8,240.0,2013,7.8277,7.59653,26791.0,14,"Action Points, Cooperative Game, Dice Rolling, Point to Point Movement, Role Playing, Solo / Solitaire Game, Stat Check Resolution, Variable Player Powers",39402,"Adventure, Fantasy, Fighting, Horror, Novel-based, Travel","Corey Konieczka, Nikki Valens",Fantasy Flight Games,3.3153,Nothing,Adventure,Fantasy,Fighting,Horror,Action Points,Cooperative Game,Dice Rolling,Point to Point Movement,Role Playing
146149,Speed Cups,2,4,15.0,2013,6.25098,5.81053,1088.0,6,Pattern Building,1924,"Action / Dexterity, Children's Game, Real-time",Haim Shafir,999 Games,1.0513,Nothing,Action / Dexterity,Children's Game,Real-time,,Pattern Building,,,,
146221,Forge War,1,4,180.0,2015,7.29333,6.37791,1452.0,12,"Grid Movement, Modular Board, Role Playing, Variable Phase Order, Worker Placement",2806,"Adventure, Economic, Fantasy, Industry / Manufacturing, Medieval",Isaac Childres,Cephalofair Games,3.7593,Nothing,Adventure,Economic,Fantasy,Industry / Manufacturing,Grid Movement,Modular Board,Role Playing,Variable Phase Order,Worker Placement
146278,Tash-Kalar: Arena of Legends,2,4,60.0,2013,7.19519,6.83764,5628.0,13,"Area Majority / Influence, Catch the Leader, Grid Movement, Hand Management, Highest-Lowest Scoring, Pattern Building, Team-Based Game, Tile Placement, Variable Player Powers",7493,"Abstract Strategy, Card Game, Fantasy, Fighting",Vlaada Chvátil,Czech Games Edition,2.8427,Nothing,Abstract Strategy,Card Game,Fantasy,Fighting,Area Majority / Influence,Catch the Leader,Grid Movement,Hand Management,Highest-Lowest Scoring
146312,Ghost Fightin' Treasure Hunters,2,4,30.0,2013,7.1502,6.48312,2269.0,8,"Cooperative Game, Dice Rolling, Roll / Spin and Move",5343,"Adventure, Children's Game, Fantasy",Brian Yu,"Korea Boardgames co., Ltd.",1.6591,Nothing,Adventure,Children's Game,Fantasy,,Cooperative Game,Dice Rolling,Roll / Spin and Move,,
146408,Sentinel Tactics: The Flame of Freedom,2,8,60.0,2014,6.68419,5.88487,725.0,13,"Dice Rolling, Grid Movement, Modular Board, Roll / Spin and Move, Team-Based Game, Variable Player Powers",2136,Comic Book / Strip,"Christopher Badell, Luther Bell Hendricks V, Kevin G. Nunn",Greater Than Games,2.5,Nothing,Comic Book / Strip,,,,Dice Rolling,Grid Movement,Modular Board,Roll / Spin and Move,Team-Based Game
146418,Warhammer: Diskwars,2,4,90.0,2013,7.13736,6.32849,1773.0,14,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Player Elimination, Rock-Paper-Scissors, Variable Player Powers",3984,"Dice, Fantasy, Wargame","Tom Jolly, Lukas Litzsinger, Christian T. Petersen",Fantasy Flight Games,2.7661,Nothing,Dice,Fantasy,Wargame,,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Player Elimination,Rock-Paper-Scissors
146439,BattleLore (Second Edition),2,2,90.0,2013,7.77584,7.23818,5323.0,14,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",8809,"Fantasy, Miniatures, Wargame","Richard Borg, Robert A. Kouba",Fantasy Flight Games,2.6934,Nothing,Fantasy,Miniatures,Wargame,,Campaign / Battle Card Driven,Dice Rolling,Grid Movement,Modular Board,Variable Player Powers
146508,T.I.M.E Stories,2,4,90.0,2015,7.6305,7.45306,21863.0,12,"Cooperative Game, Dice Rolling, Storytelling, Variable Player Powers",32458,"Adventure, Mature / Adult, Puzzle, Science Fiction","Peggy Chassenet, Manuel Rozoy",Space Cowboys,2.6029,Nothing,Adventure,Mature / Adult,Puzzle,Science Fiction,Cooperative Game,Dice Rolling,Storytelling,Variable Player Powers,
146652,Legendary Encounters: An Alien Deck Building Game,1,5,60.0,2014,7.78012,7.45589,10341.0,17,"Card Drafting, Cooperative Game, Deck, Bag, and Pool Building, Player Elimination, Solo / Solitaire Game, Team-Based Game, Variable Player Powers",14804,"Card Game, Fighting, Horror, Movies / TV / Radio theme, Science Fiction","Ben Cichoski, Daniel Mandel",Upper Deck Entertainment,2.701,Nothing,Card Game,Fighting,Horror,Movies / TV / Radio theme,Card Drafting,Cooperative Game,Deck,Bag,and Pool Building
146725,Golem Arcana,2,8,45.0,2014,6.57784,5.76525,589.0,14,"Action Points, Action Queue, Grid Movement, Modular Board, Player Elimination, Variable Player Powers",1601,"Electronic, Fantasy, Miniatures, Wargame","Seth Johnson, Michael Mulvihill, Brian Poel, Jordan Weisman",Harebrained Schemes,2.7708,Nothing,Electronic,Fantasy,Miniatures,Wargame,Action Points,Action Queue,Grid Movement,Modular Board,Player Elimination
